,roomHeight,roomWidth,barrier,barrierRadius,barrierPos,doorWidth,numAgents,agentMass,desiredSpeed,escapeTime
0,20.0,10.0,,,,1.714,49.0,80.0,3.0,1661.0
1,20.0,10.0,,,,1.96,49.0,80.0,3.0,1524.0
2,20.0,10.0,,,,2.24,49.0,80.0,3.0,1016.0
3,20.0,10.0,,,,2.92,49.0,80.0,3.0,761.0
4,20.0,10.0,,,,3.347,49.0,80.0,3.0,745.0
